Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
2/19/2019,42,Ozone,MILLBROOK,36-027-0007,AQS,7,42,4,.,40,35
2/20/2019,91,NO2,Fort Lee Near Road,34-003-0010,AQS,7,38,1,14,57,91
2/21/2019,60,NO2,Fort Lee Near Road,34-003-0010,AQS,7,42,3,.,44,60
2/22/2019,52,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,46,1,.,52,37
2/23/2019,51,PM2.5,Paterson,34-031-0005,AQS,8,41,1,11,51,37
2/24/2019,47,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,43,0,.,47,39
2/25/2019,45,PM2.5,Intermediate School 143,36-061-0115,AQS,3,43,1,.,45,17
2/26/2019,42,NO2,Fort Lee Near Road,34-003-0010,AQS,3,41,1,9,38,42
2/27/2019,103,NO2,Fort Lee Near Road,34-003-0010,AQS,9,39,1,.,30,103
2/28/2019,54,NO2,Fort Lee Near Road,34-003-0010,AQS,8,41,3,.,53,54
3/1/2019,94,NO2,Fort Lee Near Road,34-003-0010,AQS,8,41,1,15,66,94
3/2/2019,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,43,1,.,52,35
3/3/2019,60,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,47,1,.,60,58
3/4/2019,47,Ozone,Rutgers University,34-023-0011,AQS,11,47,4,10,38,42
3/5/2019,51,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,42,3,.,51,42
3/6/2019,49,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,43,1,.,49,31
3/7/2019,56,PM2.5,Rahway,34-039-2003,AQS,8,44,3,17,56,44
3/8/2019,71,NO2,Elizabeth Lab,34-039-0004,AQS,16,46,4,.,66,71
3/9/2019,81,PM2.5,Jersey City Firehouse,34-017-1003,AQS,8,58,6,.,81,49
3/10/2019,59,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,49,3,16,59,51
3/11/2019,48,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,48,1,.,48,47
3/12/2019,45,Ozone,Colliers Mills,34-029-0006,AQS,5,45,4,.,36,39
3/13/2019,64,NO2,Bayonne,34-017-0006,AQS,10,47,3,19,56,64
3/14/2019,56,NO2,Newark Firehouse,34-013-0003,AQS,8,54,3,.,54,56
3/15/2019,64,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,51,1,.,64,54
3/16/2019,43,Ozone,Flemington,34-019-0001,AQS,3,43,0,6,39,15
3/17/2019,44,Ozone,RIVERHEAD,36-103-0004,AQS,5,44,1,.,36,38
3/18/2019,64,NO2,Bayonne,34-017-0006,AQS,9,43,3,.,33,64
3/19/2019,54,NO2,Newark Firehouse,34-013-0003,AQS,11,44,4,8,42,54
3/20/2019,61,PM2.5,Fort Lee Near Road,34-003-0010,AQS,11,49,3,.,61,61
3/21/2019,52,NO2,Elizabeth Lab,34-039-0004,AQS,13,45,3,.,48,52
3/22/2019,44,Ozone,Chester,34-027-3001,AQS,6,44,1,6,23,26
3/23/2019,44,Ozone,RIVERHEAD,36-103-0004,AQS,3,44,1,.,26,23
3/24/2019,50,Ozone,Chester,34-027-3001,AQS,5,50,1,.,31,42
3/25/2019,45,NO2,Queens College Near Road,36-081-0125,AQS,6,44,7,9,43,45
3/26/2019,44,Ozone,RIVERHEAD,36-103-0004,AQS,5,44,1,.,27,26
3/27/2019,45,Ozone,Colliers Mills,34-029-0006,AQS,6,45,1,.,35,42
3/28/2019,55,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,47,1,23,55,53
3/29/2019,59,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,44,3,.,59,57
3/30/2019,72,PM2.5,Elizabeth Lab,34-039-0004,AQS,16,71,3,.,72,56
3/31/2019,100,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,45,1,15,100,43
4/1/2019,46,NO2,Bayonne,34-017-0006,AQS,6,44,3,.,26,46
4/2/2019,60,NO2,Newark Firehouse,34-013-0003,AQS,15,46,4,.,34,60
4/3/2019,54,Ozone,RIVERHEAD,36-103-0004,AQS,7,54,3,22,46,47
4/4/2019,49,Ozone,Colliers Mills,34-029-0006,AQS,9,49,1,.,32,43
4/5/2019,41,Ozone,RIVERHEAD,36-103-0004,AQS,8,41,1,.,40,40
4/6/2019,53,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,49,1,7,53,40
4/7/2019,64,Ozone,Flemington,34-019-0001,AQS,11,64,1,.,53,50
