,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
75,2019-03-17,43,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,3,43,0.0,18.0,43.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
76,2019-03-18,62,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,42,0.0,23.0,62.0,42.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
77,2019-03-19,48,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,42,0.0,19.0,48.0,36.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
78,2019-03-20,69,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,33,0.0,29.0,69.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
79,2019-03-21,53,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,41,0.0,18.0,53.0,31.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
80,2019-03-22,43,Ozone,HARRINGTON BEACH PARK,55-089-0009,AQS,5,43,0.0,11.0,27.0,37.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
81,2019-03-23,48,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,6,44,1.0,19.0,48.0,36.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
82,2019-03-24,52,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,6,41,0.0,17.0,52.0,32.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
83,2019-03-25,41,NO2,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,40,0.0,11.0,16.0,41.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
84,2019-03-26,47,NO2,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,7,44,1.0,13.0,28.0,47.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
85,2019-03-27,45,Ozone,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,55-079-0010,AQS,5,45,3.0,19.0,41.0,33.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
86,2019-03-28,51,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,39,0.0,18.0,51.0,21.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
87,2019-03-29,39,Ozone,GRAFTON,55-089-0008,AQS,5,39,0.0,14.0,37.0,33.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
88,2019-03-30,41,Ozone,BAYSIDE,55-079-0085,AQS,3,41,0.0,10.0,31.0,18.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
89,2019-03-31,42,Ozone,GRAFTON,55-089-0008,AQS,3,42,0.0,6.0,18.0,24.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
90,2019-04-01,42,Ozone,GRAFTON,55-089-0008,AQS,5,42,1.0,18.0,38.0,36.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
91,2019-04-02,42,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,38,0.0,17.0,42.0,24.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
92,2019-04-03,44,Ozone,GRAFTON,55-089-0008,AQS,3,44,0.0,15.0,28.0,34.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
93,2019-04-04,43,Ozone,GRAFTON,55-089-0008,AQS,3,43,0.0,16.0,37.0,21.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
94,2019-04-05,63,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,38,0.0,24.0,63.0,24.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
95,2019-04-06,76,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,43,0.0,30.0,76.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
96,2019-04-07,69,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,5,40,0.0,24.0,69.0,32.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
97,2019-04-08,48,Ozone,GRAFTON,55-089-0008,AQS,3,48,0.0,14.0,33.0,22.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
98,2019-04-09,44,Ozone,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,44,0.0,8.0,14.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
99,2019-04-10,38,Ozone,GRAFTON,55-089-0008,AQS,3,38,0.0,5.0,13.0,4.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
100,2019-04-11,41,Ozone,GRAFTON,55-089-0008,AQS,2,41,0.0,9.0,27.0,12.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
101,2019-04-12,35,Ozone,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,55-079-0010,AQS,3,35,0.0,16.0,27.0,19.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
102,2019-04-13,41,Ozone,GRAFTON,55-089-0008,AQS,3,41,0.0,11.0,23.0,10.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
103,2019-04-14,44,Ozone,GRAFTON,55-089-0008,AQS,3,44,0.0,6.0,16.0,11.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
104,2019-04-15,49,Ozone,GRAFTON,55-089-0008,AQS,3,49,0.0,17.0,30.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
