Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
7/6/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,44,0,24,30,9
7/7/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,39,1,20,33,14
7/8/2019,40,PM2.5,Garden Valley,16-015-0002,AQS,9,39,0,19,40,15
7/9/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,44,0,23,34,17
7/10/2019,47,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,47,0,35,39,20
7/11/2019,43,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,9,32,0,29,43,20
7/12/2019,35,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,9,32,0,30,35,.
7/13/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,44,0,23,32,.
7/14/2019,48,PM10,Nampa - Fire Station,16-027-0002,AQS,10,36,0,48,40,.
7/15/2019,42,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,42,0,30,29,.
7/16/2019,34,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,8,32,0,19,34,.
7/17/2019,41,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,41,0,23,30,22
7/18/2019,28,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,28,0,20,22,12
7/19/2019,42,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,42,0,25,25,8
7/20/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,39,0,23,33,9
7/21/2019,51,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,51,0,24,38,.
7/22/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,49,0,34,48,.
7/23/2019,47,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,11,36,0,45,47,.
7/24/2019,46,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,46,0,28,33,.
7/25/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,44,0,27,35,.
7/26/2019,43,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,13,34,0,40,43,.
7/27/2019,46,Ozone,Meridian - St. Luke's,16-001-0010,AQS,13,46,0,28,42,27
7/28/2019,45,PM2.5,Idaho City,16-015-0001,AQS,11,33,0,26,45,9
7/29/2019,46,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,10,45,0,39,46,14
7/30/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,49,0,30,45,25
7/31/2019,52,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,11,51,0,37,52,25
8/1/2019,61,Ozone,Meridian - St. Luke's,16-001-0010,AQS,14,61,0,51,49,.
8/2/2019,51,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,51,0,42,38,.
8/3/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,40,0,32,36,16
8/4/2019,68,PM2.5,Garden Valley,16-015-0002,AQS,13,51,0,35,68,16
8/5/2019,64,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,64,0,45,44,30
8/6/2019,51,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,10,50,0,48,51,24
8/7/2019,48,PM10,Nampa - Fire Station,16-027-0002,AQS,11,44,0,48,38,25
8/8/2019,48,PM10,Nampa - Fire Station,16-027-0002,AQS,10,35,1,48,43,24
8/9/2019,47,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,47,0,24,32,.
8/10/2019,41,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,41,0,16,27,15
8/11/2019,42,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,42,0,11,25,18
8/12/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,39,0,19,31,28
8/13/2019,45,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,45,0,30,40,35
8/14/2019,47,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,47,0,33,37,30
8/15/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,37,0,27,30,22
8/16/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,37,.,25,30,34
8/17/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,37,0,25,29,27
8/18/2019,42,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,42,0,22,27,31
8/19/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,39,0,35,37,25
8/20/2019,50,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,50,0,44,38,28
8/21/2019,68,PM10,Nampa - Fire Station,16-027-0002,AQS,11,45,0,68,46,25
8/22/2019,31,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,31,0,22,23,3
8/23/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,44,0,27,29,26
8/24/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AQS,13,49,0,26,29,27
8/25/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AQS,14,39,0,24,25,5
8/26/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,44,0,28,20,31
8/27/2019,43,PM10,,16-001-0009,AQS,10,29,.,43,40,.
8/28/2019,54,PM10,,16-001-0009,AQS,13,36,0,54,51,34
8/29/2019,65,PM10,Nampa - Fire Station,16-027-0002,AQS,13,51,0,65,54,28
8/30/2019,44,PM2.5,Idaho City,16-015-0001,AQS,11,38,0,34,44,27
8/31/2019,43,PM2.5,Nampa - Fire Station,16-027-0002,AQS,14,40,0,31,43,20
9/1/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,15,40,0,27,34,17
9/2/2019,35,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,35,0,33,30,25
9/3/2019,54,PM10,Nampa - Fire Station,16-027-0002,AQS,11,43,0,54,32,31
9/4/2019,50,PM10,Nampa - Fire Station,16-027-0002,AQS,13,46,1,50,40,33
9/5/2019,58,PM10,Nampa - Fire Station,16-027-0002,AQS,11,44,0,58,48,21
9/6/2019,52,PM2.5,Nampa - Fire Station,16-027-0002,AQS,11,47,0,25,52,31
9/7/2019,60,PM2.5,Nampa - Fire Station,16-027-0002,AQS,13,58,0,30,60,24
9/8/2019,52,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,13,38,0,24,52,12
9/9/2019,48,PM2.5,Idaho City,16-015-0001,AQS,11,36,0,17,48,26
9/10/2019,33,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,33,0,17,22,17
9/11/2019,36,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,36,0,15,21,25
9/12/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,40,0,19,22,27
9/13/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,40,0,21,22,30
9/14/2019,42,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,42,0,26,26,21
9/15/2019,52,PM2.5,Nampa - Fire Station,16-027-0002,AQS,8,42,0,30,52,24
9/16/2019,43,PM10,Nampa - Fire Station,16-027-0002,AQS,8,41,0,43,30,24
9/17/2019,30,Ozone,Meridian - St. Luke's,16-001-0010,AQS,3,30,0,8,15,11
9/18/2019,26,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,6,16,0,12,26,14
9/19/2019,28,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,5,28,0,13,28,8
9/20/2019,31,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,31,0,11,18,9
9/21/2019,30,PM2.5,Nampa - Fire Station,16-027-0002,AQS,6,30,0,14,30,21
9/22/2019,31,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,31,0,12,24,13
9/23/2019,27,Ozone,Meridian - St. Luke's,16-001-0010,AQS,3,27,0,14,25,21
9/24/2019,28,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,28,0,19,24,.
9/25/2019,34,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,34,0,19,25,.
9/26/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,37,0,26,22,23
9/27/2019,35,NO2,Meridian - St. Luke's,16-001-0010,AQS,6,33,0,16,23,35
9/28/2019,29,Ozone,Meridian - St. Luke's,16-001-0010,AQS,6,29,0,14,22,13
9/29/2019,28,Ozone,Meridian - St. Luke's,16-001-0010,AQS,3,28,0,10,18,22
9/30/2019,27,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,27,0,16,19,18
10/1/2019,25,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,25,0,13,18,8
10/2/2019,33,PM2.5,Nampa - Fire Station,16-027-0002,AQS,3,27,1,17,33,18
10/3/2019,30,PM2.5,Idaho City,16-015-0001,AQS,6,25,0,21,30,21
10/4/2019,38,PM2.5,Garden Valley,16-015-0002,AQS,6,27,0,11,38,25
10/5/2019,30,PM2.5,"ADA COUNTY FAIRGROUNDS, ACROSS INTERSECTION OF ALWORTH AND LORIMAR",16-001-0020,AQS,6,30,1,9,30,26
10/6/2019,47,PM2.5,Nampa - Fire Station,16-027-0002,AQS,7,31,0,11,47,25
10/7/2019,40,PM2.5,"ADA COUNTY FAIRGROUNDS, ACROSS INTERSECTION OF ALWORTH AND LORIMAR",16-001-0020,AQS,7,30,1,23,40,35
10/8/2019,30,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,30,1,18,27,30
10/9/2019,26,Ozone,Meridian - St. Luke's,16-001-0010,AQS,5,26,0,9,17,7
10/10/2019,32,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,5,26,0,16,32,28
