Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
6/25/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,34,0,.,25,19
6/26/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,34,0,9,19,15
6/27/2019,20,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,20,0,.,18,12
6/28/2019,34,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,34,0,.,21,12
6/29/2019,42,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,42,0,6,28,11
6/30/2019,44,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,44,0,.,26,13
7/1/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,33,0,.,30,11
7/2/2019,27,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,27,0,8,20,13
7/3/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,31,0,.,22,19
7/4/2019,42,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,42,0,.,37,12
7/5/2019,32,PM2.5,Tualatin Bradbury Court (TBC) - Near Road Site,41-067-0005,AQS,2,31,0,7,32,11
7/6/2019,23,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,23,0,.,18,8
7/7/2019,30,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,30,.,.,23,9
7/8/2019,40,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,40,.,12,30,18
7/9/2019,36,PM2.5,Tualatin Bradbury Court (TBC) - Near Road Site,41-067-0005,AQS,2,27,0,.,36,18
7/10/2019,20,PM2.5,SAUVIE ISLAND-SIS,41-009-0004,AQS,1,13,0,.,20,8
7/11/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,31,0,6,18,15
7/12/2019,36,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,36,0,.,26,15
7/13/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,31,0,.,18,8
7/14/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,33,0,30,20,9
7/15/2019,23,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,23,0,.,18,12
7/16/2019,31,Ozone,VANCOUVER - BLAIRMONT DR,53-011-0011,AQS,1,31,0,.,16,8
