,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
67,2019-03-09,75,PM2.5,Military Park (GHIB),26-163-0100,AQS,19,54,72.0,49.0,75.0,47.0,42.3314,-83.0458,Detroit,2020-03-24,672662
68,2019-03-10,60,PM2.5,Southwestern H.S.,26-163-0015,AQS,19,46,16.0,19.0,60.0,21.0,42.3314,-83.0458,Detroit,2020-03-24,672662
69,2019-03-11,56,PM2.5,Southwestern H.S.,26-163-0015,AQS,7,50,7.0,36.0,56.0,38.0,42.3314,-83.0458,Detroit,2020-03-24,672662
70,2019-03-12,66,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,44,50.0,32.0,66.0,57.0,42.3314,-83.0458,Detroit,2020-03-24,672662
71,2019-03-13,60,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS,15,33,52.0,26.0,60.0,41.0,42.3314,-83.0458,Detroit,2020-03-24,672662
72,2019-03-14,65,SO2,Southwestern H.S.,26-163-0015,AQS,18,37,65.0,26.0,64.0,38.0,42.3314,-83.0458,Detroit,2020-03-24,672662
73,2019-03-15,44,PM2.5,Southwestern H.S.,26-163-0015,AQS,7,37,7.0,13.0,44.0,19.0,42.3314,-83.0458,Detroit,2020-03-24,672662
74,2019-03-16,39,Ozone,Port Huron,26-147-0005,AQS,9,39,7.0,19.0,28.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
75,2019-03-17,45,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,39,23.0,14.0,45.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
76,2019-03-18,75,PM2.5,Military Park (GHIB),26-163-0100,AQS,10,41,37.0,28.0,75.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
77,2019-03-19,78,PM2.5,Military Park (GHIB),26-163-0100,AQS,14,46,39.0,58.0,78.0,52.0,42.3314,-83.0458,Detroit,2020-03-24,672662
78,2019-03-20,74,PM2.5,Military Park (GHIB),26-163-0100,AQS,11,44,52.0,29.0,74.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
79,2019-03-21,61,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,38,20.0,24.0,61.0,38.0,42.3314,-83.0458,Detroit,2020-03-24,672662
80,2019-03-22,50,PM10,,26-163-1005,AQS,8,36,9.0,50.0,38.0,27.0,42.3314,-83.0458,Detroit,2020-03-24,672662
81,2019-03-23,43,Ozone,Port Huron,26-147-0005,AQS,9,43,17.0,25.0,40.0,33.0,42.3314,-83.0458,Detroit,2020-03-24,672662
82,2019-03-24,68,PM2.5,Southwestern H.S.,26-163-0015,AQS,11,47,27.0,31.0,68.0,39.0,42.3314,-83.0458,Detroit,2020-03-24,672662
83,2019-03-25,40,Ozone,Port Huron,26-147-0005,AQS,16,40,21.0,18.0,28.0,27.0,42.3314,-83.0458,Detroit,2020-03-24,672662
84,2019-03-26,51,PM2.5,Military Park (GHIB),26-163-0100,AQS,15,42,24.0,24.0,51.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
85,2019-03-27,58,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,11,43,56.0,36.0,58.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
86,2019-03-28,74,PM2.5,Southwestern H.S.,26-163-0015,AQS,15,45,16.0,49.0,74.0,31.0,42.3314,-83.0458,Detroit,2020-03-24,672662
87,2019-03-29,44,SO2,BELLE RIVER MILLS COMPRESSOR STATION,26-147-0913,AQS,11,38,44.0,13.0,21.0,27.0,42.3314,-83.0458,Detroit,2020-03-24,672662
88,2019-03-30,41,Ozone,Port Huron,26-147-0005,AQS,15,41,19.0,10.0,25.0,24.0,42.3314,-83.0458,Detroit,2020-03-24,672662
89,2019-03-31,43,Ozone,Port Huron,26-147-0005,AQS,8,43,3.0,14.0,29.0,18.0,42.3314,-83.0458,Detroit,2020-03-24,672662
90,2019-04-01,44,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,40,43.0,30.0,44.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
91,2019-04-02,69,SO2,Southwestern H.S.,26-163-0015,AQS,34,40,69.0,27.0,60.0,30.0,42.3314,-83.0458,Detroit,2020-03-24,672662
92,2019-04-03,70,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,44,14.0,68.0,70.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
93,2019-04-04,58,PM10,,26-163-1008,AQS,15,39,20.0,58.0,52.0,39.0,42.3314,-83.0458,Detroit,2020-03-24,672662
94,2019-04-05,61,SO2,Port Huron,26-147-0005,AQS,20,38,61.0,35.0,58.0,34.0,42.3314,-83.0458,Detroit,2020-03-24,672662
